onset	duration	obj_class	response	response_time	image
1.03869402396	2.47	f	2	1.45634403255	male_017.jpg
7.6963935361	2.47	s	1	1.33282498195	grayavg_001.jpg
12.3797457498	2.47	s	1	1.14961706027	grayavg_017.jpg
17.961950192	2.47	s	1	0.983002029589	grayavg_070.jpg
22.9794672228	2.47	s	1	1.08161372465	grayavg_126.jpg
27.5781913623	2.47	f	2	0.948373047413	male_027.jpg
32.7595677663	2.47	o	3	2.24968536504	object_238.jpg
38.4091732329	2.47	f	2	1.01648868781	female_002.jpg
44.6917183609	2.47	o	3	1.28312397246	object_115.jpg
50.5588324773	2.47	f	2	0.949827422199	male_010.jpg
55.1580731629	2.47	f	2	0.99948485073	female_028.jpg
61.5596976711	2.47	s	1	0.815104992394	grayavg_006.jpg
68.5907985512	2.47	s	1	0.766411094148	grayavg_013.jpg
73.8392432558	2.47	o	3	1.21648058622	object_152.jpg
79.8078507185	2.47	s	1	1.53180557864	grayavg_103.jpg
86.540276767	2.47	f	2	0.498538780765	female_020.jpg
91.6730623585	2.47	s	1	1.0332673566	grayavg_124.jpg
97.905339366	2.47	f	2	0.766542116384	male_021.jpg
102.457082115	2.47	o	3	1.13180138816	object_102.jpg
107.055341671	2.47	o	3	2.08307368674	object_087.jpg
112.107780458	2.47	s	1	1.11530711306	grayavg_074.jpg
117.623470022	2.47	f	2	0.698668685545	male_019.jpg
123.00571581	2.47	f	2	0.749855638078	female_011.jpg
128.507690503	2.47	s	1	0.866053925849	grayavg_004.jpg
134.238624183	2.47	o	3	1.05014994923	object_120.jpg
138.574486981	2.47	s	1	1.08192996596	grayavg_028.jpg
144.071734536	2.47	o	3	1.1164262497	object_219.jpg
150.591750628	2.47	s	1	1.13197794692	grayavg_003.jpg
155.822923025	2.47	s	1	1.11654414178	grayavg_015.jpg
162.641730164	2.47	f	2	0.824119825284	female_017.jpg
167.099758489	2.47	s	1	0.989728582823	grayavg_039.jpg
173.339565783	2.47	o	3	0.965244744795	object_184.jpg
178.006036521	2.47	o	3	0.96530201464	object_113.jpg
184.407114871	2.47	s	1	1.04069120517	grayavg_027.jpg
190.013597259	2.47	o	3	1.01628084017	object_027.jpg
196.61566037	2.47	s	1	1.27390213002	grayavg_002.jpg
203.838191446	2.47	f	2	0.690504519429	male_007.jpg
208.27994368	2.47	o	3	0.831845667533	object_015.jpg
215.144989657	2.47	o	3	0.899802907908	object_031.jpg
220.695852406	2.47	o	3	0.998713244284	object_058.jpg
225.660715538	2.47	o	3	0.849810520613	object_108.jpg
230.993502806	2.47	f	2	0.666476605267	male_026.jpg
236.259711779	2.47	o	3	1.08309212484	object_124.jpg
240.627597083	2.47	f	2	1.14828197438	female_022.jpg
247.161049798	2.47	s	1	0.999834057122	grayavg_046.jpg
251.743261504	2.47	f	2	0.965092211442	female_026.jpg
256.309270033	2.47	s	1	1.38308695658	grayavg_025.jpg
261.308093347	2.47	f	2	0.799706945996	male_002.jpg
267.740743865	2.47	f	2	0.916336014772	female_023.jpg
273.590201827	2.47	f	2	0.766498814792	female_029.jpg
279.140757554	2.47	s	1	1.09980765712	grayavg_123.jpg
284.090716278	2.47	f	2	0.881638029412	male_003.jpg
288.723439432	2.47	o	3	0.998518806158	object_004.jpg
293.621574809	2.47	o	3	0.799841041251	object_179.jpg
300.155664756	2.47	f	2	1.51519955749	female_009.jpg
304.839285161	2.47	o	3	1.13191313421	object_049.jpg
310.122556079	2.47	o	3	1.31507663683	object_176.jpg
