onset	duration	trial_type	category	response	response_time	onset_feedback	feedback_duration	object_classes
1.03760086827	3	000101	4	4	2.26007662985	5.62088254233	1.75	FO
11.2698949168	3	000110	3	3	1.03342966774	15.5070683565	1.75	FS
19.5692064215	3	110000	1	1	1.58335794074	23.9064733088	1.75	FO
28.7685094055	3	000110	3	3	2.34997548571	33.5391053891	1.75	FS
38.4343973885	3	000110	3	3	1.99999916191	43.0716797805	1.75	FS
47.8336397503	3	110000	1	1	1.16673208466	52.1375482079	1.75	FO
56.2508145588	3	110000	1	1	1.30008897779	60.7367522967	1.75	FO
65.4988960887	3	101000	2	2	1.13340662012	69.6860078585	1.75	FS
74.6814986262	3	110000	1	1	1.05008653335	79.7187508468	1.75	FO
84.2140515065	3	101000	2	2	1.03344726774	89.6345130457	1.75	FS
93.7638663573	3	000110	3	3	1.40019080637	98.118182339	1.75	FS
102.830369223	3	000101	4	4	0.716806186261	107.734498938	1.75	FO
112.496979365	3	110000	1	1	1.56680918944	116.751266432	1.75	FO
122.663660605	3	000110	3	3	1.13349182648	128.551342699	1.75	FS
133.030185121	3	000110	3	3	1.41669038942	139.601328102	1.75	FS
144.097034958	3	110000	1	1	0.683510893145	149.9843793	1.75	FO
153.74697706	3	000110	3	3	1.53349294394	158.334500055	1.75	FS
163.746760831	3	000110	3	3	1.50018312383	168.651019892	1.75	FS
173.590244011	3	101000	2	1	1.46672998942	178.410541843	1.75	FS
182.280061851	3	000110	3	3	2.23349336298	186.901567657	1.75	FS
190.688928341	3	110000	1	1	0.850083180963	195.961074103	1.75	FO
201.080004023	3	000101	4	4	0.733500486793	207.784211401	1.75	FO
211.954021251	3	110000	1	1	1.90000516825	218.240985656	1.75	FO
223.263230941	3	110000	1	1	0.816821691024	227.684461573	1.75	FO
231.735594049	3	110000	1	1	0.80011146668	237.906159861	1.75	FO
241.768140364	3	000110	3	3	1.76667593228	248.171842231	1.75	FS
252.900544902	3	110000	1	1	0.683446918532	257.087868151	1.75	FO
262.466443081	3	000110	3	3	1.20007067938	266.754003093	1.75	FS
271.482471096	3	000110	3	3	0.917789551466	276.486669116	1.75	FS
280.914996459	3	101000	2	2	1.36672677673	286.302295683	1.75	FS
292.714320116	3	110000	1	1	0.683456416948	297.718009412	1.75	FO
303.629845413	3	000101	4	4	0.783459629647	308.650863168	1.75	FO
