onset	duration	obj_class	response	response_time	image
1.05471505457	2.47	f	2	0.933502162984	male_012.jpg
7.020114847	2.47	s	1	0.649887625383	grayavg_070.jpg
11.7488113713	2.47	f	2	0.581859705633	male_029.jpg
18.1859278204	2.47	s	1	0.599846069822	grayavg_104.jpg
23.4036281147	2.47	o	3	0.849876730143	object_153.jpg
28.7035986417	2.47	f	2	0.58315456294	male_001.jpg
33.5315952167	2.47	f	2	0.565074332073	male_017.jpg
38.7427502657	2.47	o	3	0.691128341731	object_017.jpg
44.7159236719	2.47	s	1	0.606223975393	grayavg_128.jpg
51.6637075382	2.47	o	3	0.623509971239	object_106.jpg
56.3559809976	2.47	s	1	0.61505666223	grayavg_002.jpg
61.998576076	2.47	f	2	0.592324722835	male_025.jpg
67.1880191477	2.47	s	1	0.616521373527	grayavg_103.jpg
71.9436375294	2.47	s	1	0.605184178436	grayavg_006.jpg
77.2123957095	2.47	o	3	0.599840203154	object_150.jpg
82.6858799093	2.47	o	3	0.593874081762	object_159.jpg
88.5291731212	2.47	f	2	0.548247053746	female_015.jpg
93.4337095916	2.47	f	2	0.911276991908	male_009.jpg
98.502920623	2.47	s	1	0.631690061167	grayavg_013.jpg
103.865739081	2.47	f	2	0.627374708238	female_019.jpg
109.15772228	2.47	o	3	0.599857803156	object_027.jpg
114.542372843	2.47	f	2	0.366533176703	female_012.jpg
121.513250427	2.47	o	3	0.716461170344	object_185.jpg
127.340146862	2.47	s	1	0.565059525722	grayavg_062.jpg
132.153119181	2.47	f	2	0.73166617545	female_008.jpg
136.806707277	2.47	s	1	0.649826165057	grayavg_071.jpg
143.480169128	2.47	s	1	0.616516344955	grayavg_078.jpg
148.729062493	2.47	o	3	0.848389110907	object_121.jpg
154.530958544	2.47	o	3	0.59984271744	object_174.jpg
159.232604144	2.47	s	1	0.798464050598	grayavg_120.jpg
163.997976558	2.47	f	2	0.649895447606	male_008.jpg
169.546397657	2.47	s	1	0.666584440201	grayavg_094.jpg
174.181526423	2.47	o	3	0.598479695045	object_144.jpg
180.708122122	2.47	f	2	0.599893003161	female_025.jpg
185.600723835	2.47	f	2	0.6830627915	male_022.jpg
192.335453249	2.47	f	2	0.481858169125	female_009.jpg
198.580478804	2.47	f	2	0.781884289763	male_003.jpg
204.686735884	2.47	s	1	0.53184860087	grayavg_126.jpg
210.2140191	2.47	s	1	0.59862692046	grayavg_072.jpg
215.307891366	2.47	f	2	1.13303869626	male_014.jpg
220.36599037	2.47	f	2	0.533245147079	male_013.jpg
225.70674988	2.47	f	2	0.631721070695	male_015.jpg
231.763530281	2.47	s	1	0.526129438239	grayavg_106.jpg
236.599347124	2.47	o	3	0.583240886761	object_113.jpg
243.180491655	2.47	o	3	0.581908315163	object_136.jpg
247.934979446	2.47	s	1	0.916542186228	grayavg_036.jpg
253.514741399	2.47	o	3	0.56505449715	object_184.jpg
259.955280629	2.47	o	3	0.631881705636	object_031.jpg
264.59533125	2.47	s	1	0.708452610597	grayavg_107.jpg
269.451059841	2.47	o	3	0.706826146899	object_108.jpg
274.983025217	2.47	o	3	0.631787838957	object_087.jpg
280.60458522	2.47	s	1	0.640554595626	grayavg_102.jpg
285.982864303	2.47	s	1	0.491216341742	grayavg_027.jpg
290.752562127	2.47	o	3	0.564888554271	object_116.jpg
297.143559307	2.47	o	3	0.655932527738	object_015.jpg
302.522462212	2.47	o	3	0.599710857106	object_131.jpg
307.593720431	2.47	f	3	0.731560575437	female_020.jpg
