onset	duration	trial_type	category	response	response_time	onset_feedback	feedback_duration	object_classes
1.03766176986	3	000110	3	3	1.4167353672	6.2273892352	1.75	FS
10.5036765846	3	000110	3	3	1.38350265187	15.2579791566	1.75	FS
19.3538058608	3	110000	1	1	1.00018773336	24.3246205873	1.75	FO
29.8370094523	3	000101	4	4	0.616851303727	35.0912736116	1.75	FO
41.0036105147	3	110000	1	1	1.13350300108	46.6079571566	1.75	FO
50.7869424745	3	000110	3	3	0.501258679526	56.6589960456	1.75	FS
61.2535269147	3	110000	1	1	0.700182285737	65.5410176433	1.75	FO
69.7868505634	3	101000	2	2	0.783511032827	73.94104111	1.75	FS
79.8036490671	3	110000	1	1	0.650178444466	85.1580742804	1.75	FO
89.147018406	3	110000	1	1	1.25009351747	94.1341505694	1.75	FO
99.186990525	3	000101	4	4	0.733518086797	103.174341711	1.75	FO
107.362215589	3	000110	3	3	0.733452994724	111.599446019	1.75	FS
115.836797414	3	000110	3	3	1.06683586881	122.424521273	1.75	FS
127.660590662	3	101000	2	2	1.36672454181	133.997823466	1.75	FS
139.903346654	3	110000	1	1	0.81684599579	144.324407711	1.75	FO
149.625676448	3	000110	3	3	0.716798084673	154.729355826	1.75	FS
158.674935222	3	000110	3	3	0.633479953458	162.895327199	1.75	FS
166.757481188	3	000101	4	4	0.800108114299	172.077943705	1.75	FO
178.173245762	3	000110	3	3	0.71676679578	182.710748433	1.75	FS
186.739172437	3	110000	1	1	0.900136469858	192.376524391	1.75	FO
197.138477376	3	101000	2	2	1.00011062859	201.911521716	1.75	FS
206.371110574	3	000110	3	3	0.48347625187	212.691311885	1.75	FS
216.553728197	3	110000	1	1	0.766791030704	220.990886831	1.75	FO
226.919748739	3	110000	1	1	1.06768541812	231.02443439	1.75	FO
236.186391008	3	000101	4	4	0.700163568275	240.257510103	1.75	FO
245.969766269	3	110000	1	1	0.900191225422	250.590584558	1.75	FO
255.602994794	3	000110	3	3	1.41683426246	260.373943616	1.75	FS
264.919624422	3	000110	3	3	0.616850744997	268.924220536	1.75	FS
272.836487878	3	110000	1	1	1.05015777145	279.024346949	1.75	FO
283.603013791	3	000110	3	3	0.716838592614	289.557413582	1.75	FS
294.336477122	3	110000	1	1	0.800020114289	300.923960447	1.75	FO
305.079894232	3	101000	2	2	0.789932519357	309.340703916	1.75	FS
