onset	duration	trial_type	category	response	response_time	onset_feedback	feedback_duration	object_classes
1.0379738207	3	000110	3	3	0.916863735474	6.0610954744	1.75	FS
9.9477718537	3	000101	4	4	0.800144990495	14.118242961	1.75	FO
17.9876380937	3	000110	3	3	1.38349929949	24.2086312646	1.75	FS
30.7961109582	3	110000	1	1	1.18342331218	35.0833502582	1.75	FO
40.287564481	3	110000	1	1	0.900168876213	44.5419549133	1.75	FO
49.3779203781	3	110000	1	1	1.38341632805	53.9486029649	1.75	FO
58.4720949171	3	000110	3	3	0.75645424209	62.7476626219	1.75	FS
67.5431698721	3	101000	2	2	1.14992966983	72.630206353	1.75	FS
76.7590869789	3	110000	1	1	0.816781741813	83.5128744016	1.75	FO
89.2748285047	3	000110	3	3	0.88346423917	95.7783980925	1.75	FS
100.240731992	3	110000	1	1	1.26672663704	105.160970738	1.75	FO
109.823123051	3	101000	2	2	0.950103993664	116.193487999	1.75	FS
121.638831472	3	110000	1	1	1.25008122541	126.276149064	1.75	FO
130.338140462	3	000110	3	3	1.13328537565	135.458797417	1.75	FS
140.154056731	3	000101	4	4	0.883413394718	146.458154877	1.75	FO
151.320732104	3	000110	3	3	0.800177676212	155.674855603	1.75	FS
160.204029842	3	000110	3	3	1.08348994076	164.391488583	1.75	FS
168.637189922	3	000101	4	4	1.38353477886	173.074747768	1.75	FO
176.953828489	3	110000	1	1	1.66681519579	181.024711241	1.75	FO
185.137144525	3	101000	2	2	0.950037504766	190.241572323	1.75	FS
196.070419285	3	000110	3	3	1.75017718732	200.893007351	1.75	FS
205.81538771	3	110000	1	1	1.20517998796	210.307899188	1.75	FO
214.687299643	3	000110	3	3	1.76681868785	220.057888642	1.75	FS
224.647200971	3	110000	1	1	0.933430086785	229.417954237	1.75	FO
233.736954836	3	110000	1	1	0.816837614837	237.82473806	1.75	FO
241.92921307	3	110000	1	1	0.850109161918	247.999556927	1.75	FO
254.703560648	3	000110	3	3	1.11684697357	260.407919442	1.75	FS
266.127238238	3	000110	3	3	1.18340906456	271.981587045	1.75	FS
276.103557854	3	110000	1	1	0.873032466416	282.863637418	1.75	FO
286.809064001	3	000110	3	3	0.850112514301	290.979529801	1.75	FS
295.958405887	3	000101	4	4	0.916776294194	300.078796886	1.75	FO
305.757425315	3	101000	2	2	1.06660762751	309.794987072	1.75	FS
