onset	duration	obj_class	response	response_time	image
1.04011655113	2.47	s	1	0.754885886336	grayavg_027.jpg
5.66213303646	2.47	o	3	0.847701872724	object_090.jpg
12.310448395	2.47	f	2	0.633171255007	male_022.jpg
18.1118731571	2.47	s	1	1.03169592784	grayavg_005.jpg
23.6778090512	2.47	s	1	0.548481999807	grayavg_113.jpg
28.2945371549	2.47	s	1	0.56504248445	grayavg_102.jpg
33.3091851059	2.47	o	3	1.06505910667	object_017.jpg
37.8918354148	2.47	s	1	0.499816317437	grayavg_100.jpg
44.291570018	2.47	o	3	0.9817758961	object_134.jpg
49.9581974804	2.47	f	2	0.614936255864	male_008.jpg
56.1410268624	2.47	o	3	1.18171220085	object_058.jpg
61.0267933494	2.47	s	1	0.613603125537	grayavg_120.jpg
65.8406931607	2.47	f	2	0.564948338408	female_019.jpg
71.321887279	2.47	f	2	0.749930507927	male_007.jpg
76.7733396284	2.47	f	2	0.615241881302	male_028.jpg
82.2214555202	2.47	o	3	1.48325639152	object_042.jpg
86.8564906992	2.47	o	3	0.915112395569	object_107.jpg
93.7550557403	2.47	f	2	0.566557481468	female_020.jpg
99.705161969	2.47	o	3	1.86655119575	object_102.jpg
104.371760377	2.47	f	2	0.699870793635	female_017.jpg
109.157812515	2.47	s	1	1.78173147705	grayavg_028.jpg
114.590972316	2.47	s	1	0.765170433673	grayavg_124.jpg
120.356302826	2.47	s	1	0.766421430657	grayavg_111.jpg
127.256444604	2.47	o	3	1.14850239346	object_031.jpg
132.139733681	2.47	f	2	0.59846796171	female_018.jpg
138.223058238	2.47	f	2	0.58186333738	female_006.jpg
145.789639186	2.47	o	3	1.03181381991	object_049.jpg
151.987972214	2.47	o	3	0.799909485704	object_113.jpg
157.190713345	2.47	s	1	1.32473987616	grayavg_095.jpg
161.815999519	2.47	o	3	0.989366525635	object_238.jpg
166.988098767	2.47	f	2	1.16654016083	male_018.jpg
172.806298845	2.47	s	1	0.624710403137	grayavg_002.jpg
177.764200478	2.47	s	1	0.875100326995	grayavg_042.jpg
182.372827552	2.47	s	1	0.957178077102	grayavg_046.jpg
187.915028027	2.47	s	1	1.09137557986	grayavg_001.jpg
193.18988391	2.47	f	2	0.638325541375	female_013.jpg
198.194247314	2.47	o	3	0.68317258199	object_044.jpg
203.912178224	2.47	o	3	0.74850295219	object_062.jpg
208.961998802	2.47	f	2	0.598478577584	female_012.jpg
213.745066482	2.47	o	3	0.631742023079	object_306.jpg
218.876339591	2.47	f	2	0.49984872379	female_016.jpg
224.542468107	2.47	o	3	0.749817085691	object_124.jpg
230.143669377	2.47	s	1	0.59971979679	grayavg_037.jpg
235.576755984	2.47	o	3	0.898433739483	object_004.jpg
240.875770245	2.47	f	2	0.683052175626	male_006.jpg
246.325640829	2.47	f	2	0.814928992373	male_016.jpg
251.00880028	2.47	f	2	0.99845427282	female_011.jpg
256.058302382	2.47	f	2	0.631680562752	male_009.jpg
261.657940045	2.47	f	2	0.515020763813	female_027.jpg
266.822658187	2.47	o	3	0.932886721635	object_120.jpg
274.306212661	2.47	s	1	1.0497937587	grayavg_067.jpg
279.339747649	2.47	f	2	0.9816677818	female_002.jpg
285.975073089	2.47	s	1	0.781784835783	grayavg_069.jpg
291.30455435	2.47	o	3	1.10060608262	object_144.jpg
296.274132048	2.47	s	1	0.965213735266	grayavg_070.jpg
303.740712856	2.47	s	1	0.915140332083	grayavg_078.jpg
309.237981084	2.47	o	3	1.63310392801	object_226.jpg
